FIELD,ID,PARENTID,PERMISSIONSEDIT,PARENT.NAME,PERMISSIONSREAD,SOBJECTTYPE
Country_vod__c.Alpha_2_Code_vod__c,01kZ000001KW9tXIAT,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,Country_vod__c
Country_vod__c.Country_Name_vod__c,01kZ000001KW9tYIAT,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,Country_vod__c
EM_Attendee_vod__c.Address_Line_1_vod__c,01kZ000001MO9XWIA1,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Address_Line_2_vod__c,01kZ000001MO9XXIA1,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.City_vod__c,01kZ000001MO9XbIAL,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Credentials_vod__c,01kZ000001MO9XlIAL,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Email_vod__c,01kZ000001MO9XoIAL,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.First_Name_vod__c,01kZ000001MO9XtIAL,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Last_Name_vod__c,01kZ000001MO9XyIAL,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Organization__c,01kZ000001MO9Y3IAL,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Phone_vod__c,01kZ000001MO9Y6IAL,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Prescriber_vod__c,01kZ000001MO9Y9IAL,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Title_vod__c,01kZ000001MO9YRIA1,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Walk_In_Reference_ID_vod__c,01kZ000001MO9YUIA1,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Walk_In_Status_vod__c,01kZ000001MO9YVIA1,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Zip_vod__c,01kZ000001MO9YWIA1,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Contract_Party_HCPTS__c,01kZ000001MO9XeIAL,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Audience_Type_HCPTS__c,01kZ000001MO9XZIA1,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Service_Type_HCPTS__c,01kZ000001MO9YDIA1,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Contract_Type_HCPTS__c,01kZ000001MO9XhIAL,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Contract_Subtype_HCPTS__c,01kZ000001MO9XgIAL,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Contract_Party_Name_HCPTS__c,01kZ000001MO9XfIAL,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Tax_Id_HCPTS__c,01kZ000001MO9YOIA1,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Tax_Id_Type_HCPTS__c,01kZ000001MO9YPIA1,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Sponsorship_Letter_HCPTS__c,01kZ000001MO9YIIA1,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Related_ICF_HCPTS__c,01kZ000001MO9YCIA1,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Language__c,01kZ000001MO9XwIAL,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Activity_Type_HCPTS__c,01kZ000001MO9XVIA1,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Professional_ID_HCPTS__c,01kZ000001MO9YAIA1,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Registration_Status_HCPTS__c,01kZ000001MO9YBIA1,0PSZ0000000D2EhOAK,FALSE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Account_vod__c,01kZ000001MO9XmIAL,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Attendee_Name_vod__c,01kZ000001MO9XYIA1,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Contact_vod__c,01kZ000001MO9XdIAL,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.End_Time_vod__c,01kZ000001MO9XpIAL,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Event_vod__c,01kZ000001MO9XUIA1,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.External_ID_vod__c,01kZ000001MO9XsIAL,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Meal_Opt_In_vod__c,01kZ000001MO9XzIAL,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Meal_Preference_vod__c,01kZ000001MO9Y0IAL,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Organization_vod__c,01kZ000001MO9Y4IAL,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Signature_Datetime_vod__c,01kZ000001MO9YFIA1,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Signature_vod__c,01kZ000001MO9YEIA1,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Signee_vod__c,01kZ000001MO9YGIA1,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Start_Time_vod__c,01kZ000001MO9YJIA1,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Status_vod__c,01kZ000001MO9YLIA1,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Stub_Mobile_Id_vod__c,01kZ000001MO9YMIA1,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Stub_SFDC_Id_vod__c,01kZ000001MO9YNIA1,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.User_vod__c,01kZ000001MO9YSIA1,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Vessel_Number_vod__c,01kZ000001MO9YTIA1,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Mobile_ID_vod__c,01kZ000001MO9Y1IAL,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Title_Formula_HCPTS__c,01kZ000001MO9YQIA1,0PSZ0000000D2EhOAK,FALSE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.City_HCPTS__c,01kZ000001MO9XcIAL,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.State_HCPTS__c,01kZ000001MO9YKIA1,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Zip_Code_HCPTS__c,01kZ000001MO9Y8IAL,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Country_HCPTS__c,01kZ000001MO9XiIAL,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Phone_HCPTS__c,01kZ000001MO9Y7IAL,0PSZ0000000D2EhOAK,FALSE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Email_HCPTS__c,01kZ000001MO9XnIAL,0PSZ0000000D2EhOAK,FALSE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Specialty_HCPTS__c,01kZ000001MO9YHIA1,0PSZ0000000D2EhOAK,FALSE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Customer_Master_ID_HCPTS__c,01kZ000001MO9XvIAL,0PSZ0000000D2EhOAK,FALSE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Can_Generate_Contract__c,01kZ000001MO9XaIAL,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.ESVisible_HCPTS__c,01kZ000001MO9XrIAL,0PSZ0000000D2EhOAK,FALSE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Country_ref_HCPTS__c,01kZ000001MO9XjIAL,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Last_Modified_By_HCPTS__c,01kZ000001MO9XxIAL,0PSZ0000000D2EhOAK,FALSE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Created_By_HCTPS__c,01kZ000001MO9XkIAL,0PSZ0000000D2EhOAK,FALSE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Entity_Reference_Id_vod__c,01kZ000001MO9XqIAL,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Furigana_vod__c,01kZ000001MO9XuIAL,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Online_Registration_Status_vod__c,01kZ000001MO9Y2IAL,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Attendee_vod__c.Override_Lock_vod__c,01kZ000001MO9Y5IAL,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Attendee_vod__c
EM_Budget_vod__c.Actual_Expenses_vod__c,01kZ000001N5KHuIAN,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Actual_Remaining_vod__c,01kZ000001N5KHvIAN,0PSZ0000000D2EhOAK,FALSE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Budget_Identifier_vod__c,01kZ000001N5KISIA3,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Child_Budget_Allocation_vod__c,01kZ000001N5KI3IAN,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Committed_Expenses_vod__c,01kZ000001N5KI5IAN,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Committed_Remaining_vod__c,01kZ000001N5KI6IAN,0PSZ0000000D2EhOAK,FALSE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.End_Date_vod__c,01kZ000001N5KIGIA3,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Estimated_Expenses_vod__c,01kZ000001N5KIHIA3,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Estimated_Remaining_vod__c,01kZ000001N5KIJIA3,0PSZ0000000D2EhOAK,FALSE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.External_ID_vod__c,01kZ000001N5KIKIA3,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Parent_Budget_vod__c,01kZ000001N5KIZIA3,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Product_vod__c,01kZ000001N5KIXIA3,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Start_Date_vod__c,01kZ000001N5KIdIAN,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Status_vod__c,01kZ000001N5KI1IAN,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Total_Budget_vod__c,01kZ000001N5KIhIAN,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Approval_Status_HCPTS__c,01kZ000001N5KHzIAN,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Approving_User_HCPTS__c,01kZ000001N5KI0IAN,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Processor_HCPTS__c,01kZ000001N5KIcIAN,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Reviewing_User_HCPTS__c,01kZ000001N5KIaIAN,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Therapeutic_Area_HCPTS__c,01kZ000001N5KIfIAN,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Promotional_HCPTS__c,01kZ000001N5KIYIA3,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Estimated_Number_of_Activities_HCPTS__c,01kZ000001N5KIIIA3,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Description_HCPTS__c,01kZ000001N5KIFIA3,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Initiating_BU_HCPTS__c,01kZ000001N5KIOIA3,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Is_Joint_Venture_Activity_HCPTS__c,01kZ000001N5KIPIA3,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Joint_Venture_Detail_HCPTS__c,01kZ000001N5KHyIAN,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Copayment_HCPTS__c,01kZ000001N5KI9IAN,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.WBS_Number_HCPTS__c,01kZ000001N5KIjIAN,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Cost_Center_Code_HCPTS__c,01kZ000001N5KIAIA3,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Activity_Type_HCPTS__c,01kZ000001N5KHtIAN,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Regulatory_Reviwer_HCPTS__c,01kZ000001N5KI2IAN,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Currency_HCPTS__c,01kZ000001N5KIDIA3,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Version_HCPTS__c,01kZ000001N5KIiIAN,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Need_ID_HCPTS__c,01kZ000001N5KITIA3,0PSZ0000000D2EhOAK,FALSE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Funding_Country_HCPTS__c,01kZ000001N5KINIA3,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Activity_Country_HCPTS__c,01kZ000001N5KIBIA3,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Congress_Name_HCPTS__c,01kZ000001N5KIRIA3,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Congress_Address_Line_1__c,01kZ000001N5KHwIAN,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Congress_Address_Line_2_HCPTS__c,01kZ000001N5KHxIAN,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Congress_City_HCPTS__c,01kZ000001N5KI4IAN,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Congress_State_Province_HCPTS__c,01kZ000001N5KIeIAN,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Congress_Postal_Code_HCPTS__c,01kZ000001N5KIWIA3,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Topic_HCPTS__c,01kZ000001N5KIgIAN,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Scope_HCPTS__c,01kZ000001N5KIbIAN,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Participant_Count_HCPTS__c,01kZ000001N5KIVIA3,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Company_Code_HCPTS__c,01kZ000001N5KI7IAN,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Fields_For_Approval_HCPTS__c,01kZ000001N5KILIA3,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Fields_For_Approval_1_HCPTS__c,01kZ000001N5KIMIA3,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Activity_Format_HCPTS__c,01kZ000001N5KHsIAN,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Need_Owner_HCPTS__c,01kZ000001N5KIUIA3,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Delegate_Sharing_rights_to_Processor__c,01kZ000001N5KIEIA3,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Company_Code_Currency_HCPTS__c,01kZ000001N5KI8IAN,0PSZ0000000D2EhOAK,FALSE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Last_Modified_By_HCPTS__c,01kZ000001N5KIQIA3,0PSZ0000000D2EhOAK,FALSE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Budget_vod__c.Created_By_HCTPS__c,01kZ000001N5KICIA3,0PSZ0000000D2EhOAK,FALSE,EMv2_Simple_BMS_Field_User,TRUE,EM_Budget_vod__c
EM_Event_Action_vod__c.Allow_Comments_vod__c,01kZ000001NE8umIAD,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Event_Action_vod__c
EM_Event_Action_vod__c.Country_Override_vod__c,01kZ000001NE8uoIAD,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Event_Action_vod__c
EM_Event_Action_vod__c.External_ID_vod__c,01kZ000001NE8uqIAD,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Event_Action_vod__c
EM_Event_Action_vod__c.Starting_Status_vod__c,01kZ000001NE8usIAD,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Event_Action_vod__c
EM_Event_Action_vod__c.Approver_Role_vod__c,01kZ000001NE8unIAD,0PSZ0000000D2EhOAK,FALSE,EMv2_Simple_BMS_Field_User,TRUE,EM_Event_Action_vod__c
EM_Event_Action_vod__c.Entry_Criteria_Not_Met_Message_vod__c,01kZ000001NE8upIAD,0PSZ0000000D2EhOAK,FALSE,EMv2_Simple_BMS_Field_User,TRUE,EM_Event_Action_vod__c
EM_Event_Action_vod__c.SFDC_Action_Type_vod__c,01kZ000001NE8urIAD,0PSZ0000000D2EhOAK,FALSE,EMv2_Simple_BMS_Field_User,TRUE,EM_Event_Action_vod__c
EM_Event_Budget_vod__c.Is_Need__c,01kZ000001KW9vaIAD,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Event_Budget_vod__c
EM_Event_Budget_vod__c.Actual_vod__c,01kZ000001KW9vZIAT,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Event_Budget_vod__c
EM_Event_Budget_vod__c.Budget_vod__c,01kZ000001KW9viIAD,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Event_Budget_vod__c
EM_Event_Budget_vod__c.Committed_vod__c,01kZ000001KW9vfIAD,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Event_Budget_vod__c
EM_Event_Budget_vod__c.Estimate_vod__c,01kZ000001KW9veIAD,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Event_Budget_vod__c
EM_Event_Budget_vod__c.Estimated_Remaining_vod__c,01kZ000001KW9vbIAD,0PSZ0000000D2EhOAK,FALSE,EMv2_Simple_BMS_Field_User,TRUE,EM_Event_Budget_vod__c
EM_Event_Budget_vod__c.Event_Canceled_vod__c,01kZ000001KW9vcIAD,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Event_Budget_vod__c
EM_Event_Budget_vod__c.Event_vod__c,01kZ000001KW9vnIAD,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Event_Budget_vod__c
EM_Event_Budget_vod__c.External_ID_vod__c,01kZ000001KW9vdIAD,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Event_Budget_vod__c
EM_Event_Budget_vod__c.Budget_Name_vod__c,01kZ000001KW9vYIAT,0PSZ0000000D2EhOAK,FALSE,EMv2_Simple_BMS_Field_User,TRUE,EM_Event_Budget_vod__c
EM_Event_Budget_vod__c.Mobile_ID_vod__c,01kZ000001KW9vhIAD,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Event_Budget_vod__c
EM_Event_Budget_vod__c.Last_Modified_By_HCPTS__c,01kZ000001KW9vlIAD,0PSZ0000000D2EhOAK,FALSE,EMv2_Simple_BMS_Field_User,TRUE,EM_Event_Budget_vod__c
EM_Event_Budget_vod__c.Created_By_HCTPS__c,01kZ000001KW9vgIAD,0PSZ0000000D2EhOAK,FALSE,EMv2_Simple_BMS_Field_User,TRUE,EM_Event_Budget_vod__c
EM_Event_Budget_vod__c.Waiting_for_Expense_Estimate_Inheritance__c,01kZ000001KW9vjIAD,0PSZ0000000D2EhOAK,TRUE,EMv2_Simple_BMS_Field_User,TRUE,EM_Event_Budget_vod__c
