"ID","OWNERID","ISDELETED","NAME","RECORDTYPEID","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","MAYEDIT","ISLOCKED","LASTVIEWEDDATE","LASTREFERENCEDDATE","COUNTRY_OVERRIDE_VOD__C","EVENT_CONFIGURATION_VOD__C","EVENT_LAYOUT_VOD__C","EVENT_STATUS_VOD__C","EVENT_TEAM_ROLE_VOD__C","EXPENSE_ESTIMATE_LAYOUT_VOD__C","EXPENSE_HEADER_LAYOUT_VOD__C","EXPENSE_LINE_LAYOUT_VOD__C","EXTERNAL_ID__C","USER_PROFILE_ID_VOD__C","USER_PROFILE_VOD__C","VISIBLE_BUTTONS_VOD__C","EVENT_OBJECT_NAME_VOD__C","PAGE_LAYOUT_VOD__C","RECORD_TYPE_VOD__C"
"a4d5E0000008dKVQAY","00558000001PGYZAA4","false","EPL -0000000768","012d0000000XPG9AAO","2017-04-13T13:07:01.000Z","00558000001PGYZAA4","2017-05-18T21:11:23.000Z","00558000001PGYZAA4","2017-05-18T21:11:23.000Z","true","false","2017-05-18T21:11:23.000Z","2017-05-18T21:11:23.000Z","","a4b5E000000025TQAQ","BMS_Simple_Read_Only","Closed_vod","Service Coordinator","","","","EPL -0000000265","","",";Unlock_vod;","","",""
"a4d5E0000008dJNQAY","00558000001PGYZAA4","false","EPL -0000000750","01258000000QJVOAA4","2017-04-13T13:06:43.000Z","00558000001PGYZAA4","2017-04-26T21:23:00.000Z","0055E000000ulR7QAI","2017-04-26T21:23:00.000Z","true","false","","","","a4b5E000000025TQAQ","","Post-Event-PostApproval","","","","","EPL -00000007500","","","","EM_Attendee_vod","BMS_HCPTS_Simple_Attendee_Layout",""
"a4d5E0000008dJOQAY","00558000001PGYZAA4","false","EPL -0000000778","01258000000QJVOAA4","2017-04-13T13:07:10.000Z","00558000001PGYZAA4","2017-04-13T13:07:10.000Z","00558000001PGYZAA4","2017-04-13T13:07:10.000Z","true","false","","","","a4b5E000000025TQAQ","","","Read Only","","","","EPL -0000000269","","","","EM_Attendee_vod","BMS_HCPTS_Simple_Attendee_Layout",""
"a4d5E0000008dJ8QAI","00558000001PGYZAA4","false","EPL -0000000747","01258000000QJVOAA4","2017-04-13T13:06:41.000Z","00558000001PGYZAA4","2017-04-13T13:06:41.000Z","00558000001PGYZAA4","2017-04-13T13:06:41.000Z","true","false","","","","a4b5E000000025TQAQ","","","Read Only","","","","EPL -0000000279","","","","EM_Event_Speaker_vod","BMS Services Simplified Event Speaker Layout",""
"a4d5E0000008dLJQAY","00558000001PGYZAA4","false","EPL -0000000783","01258000000QJVOAA4","2017-04-13T13:07:15.000Z","00558000001PGYZAA4","2017-04-13T13:07:15.000Z","00558000001PGYZAA4","2017-04-13T13:07:15.000Z","true","false","","","","a4b5E000000025TQAQ","","","","","","","EPL -0000000999","","",";Delete;","EM_Event_Budget_vod","Simple WBSCC Budget Layout","WBS_CC_Simple_HCPTS"
"a4d5E0000008dIPQAY","00558000001PGYZAA4","false","EPL -0000000737","01258000000QJVOAA4","2017-04-13T13:06:31.000Z","00558000001PGYZAA4","2017-04-13T13:06:31.000Z","00558000001PGYZAA4","2017-04-13T13:06:31.000Z","true","false","","","","a4b5E000000025TQAQ","","Pre-Event","Read Only","","","","EPL -00000002966","","","","EM_Event_Budget_vod","Simple WBSCC Budget Layout","WBS_CC_Simple_HCPTS"
"a4d5E0000008dIQQAY","00558000001PGYZAA4","false","EPL -0000000762","01258000000QJVOAA4","2017-04-13T13:06:55.000Z","00558000001PGYZAA4","2017-04-13T13:06:55.000Z","00558000001PGYZAA4","2017-04-13T13:06:55.000Z","true","false","","","","a4b5E000000025TQAQ","","Approved_vod","Read Only","","","","EPL -0000022362","","","","Expense_Line_vod","BMS Simple Expense Line Readonly Layout",""
"a4d5E0000008dI0QAI","00558000001PGYZAA4","false","EPL -0000000730","01258000000QJVOAA4","2017-04-13T13:06:23.000Z","00558000001PGYZAA4","2017-04-13T13:06:23.000Z","00558000001PGYZAA4","2017-04-13T13:06:23.000Z","true","false","","","","a4b5E000000025TQAQ","","Approved_vod","Read Only","","","","EPL -00000102779","","","","EM_Event_Team_Member_vod","Simple Activity Team Member Layout","Activity_Team_Member_Simple_HCPTS"
"a4d5E0000008dIAQAY","00558000001PGYZAA4","false","EPL -0000000733","01258000000QJVOAA4","2017-04-13T13:06:26.000Z","00558000001PGYZAA4","2017-04-13T13:06:26.000Z","00558000001PGYZAA4","2017-04-13T13:06:26.000Z","true","false","","","","a4b5E000000025TQAQ","","Approved_vod","","","","","EPL -0000002362","","",";Edit;Delete;","Expense_Header_vod","BMS Event Speaker Expense Header Layout",""
"a4d5E0000008dHgQAI","00558000001PGYZAA4","false","EPL -0000000724","01258000000QJVOAA4","2017-04-13T13:06:18.000Z","00558000001PGYZAA4","2017-04-13T13:06:18.000Z","00558000001PGYZAA4","2017-04-13T13:06:18.000Z","true","false","","","","a4b5E000000025TQAQ","","Post-Event","Read Only","","","","EPL -00000002967","","","","EM_Event_Budget_vod","Simple WBSCC Budget Layout","WBS_CC_Simple_HCPTS"
"a4d5E0000008dHhQAI","00558000001PGYZAA4","false","EPL -0000000725","01258000000QJVOAA4","2017-04-13T13:06:19.000Z","00558000001PGYZAA4","2017-04-13T13:06:19.000Z","00558000001PGYZAA4","2017-04-13T13:06:19.000Z","true","false","","","","a4b5E000000025TQAQ","","Post-Event-PostApproval","","","","","EPL -0000121362","","","","EM_Expense_Estimate_vod","BMS Expense Estimate Simple Read Only",""
"a4d5E0000008dKfQAI","00558000001PGYZAA4","false","EPL -0000000770","01258000000QJVOAA4","2017-04-13T13:07:03.000Z","00558000001PGYZAA4","2017-04-13T13:07:03.000Z","00558000001PGYZAA4","2017-04-13T13:07:03.000Z","true","false","","","","a4b5E000000025TQAQ","","Closed_vod","","","","","EPL -0000000273","","","","EM_Event_Material_vod","Simple Material",""
"a4d5E0000008dIZQAY","00558000001PGYZAA4","false","EPL -0000000740","012d0000000XPG9AAO","2017-04-13T13:06:34.000Z","00558000001PGYZAA4","2017-05-18T21:11:20.000Z","00558000001PGYZAA4","2017-05-18T21:11:20.000Z","true","false","2017-05-18T21:11:20.000Z","2017-05-18T21:11:20.000Z","","a4b5E000000025TQAQ","BMS_Simple_PrePostEvent","Pending_Approval_vod","","","","","EPL -0000000291","00ed00000019hV7AAI","System Administrator",";Recall_Approval_Request_vod;","","",""
"a4d5E0000008dIyQAI","00558000001PGYZAA4","false","EPL -0000000745","01258000000QJVOAA4","2017-04-13T13:06:39.000Z","00558000001PGYZAA4","2017-04-13T13:06:39.000Z","00558000001PGYZAA4","2017-04-13T13:06:39.000Z","true","false","","","","a4b5E000000025TQAQ","","Pending_Approval_vod","","","","","EPL -00000003001","","","","EM_Event_Material_vod","Simple Material",""
"a4d5E0000008dKGQAY","00558000001PGYZAA4","false","EPL -0000000763","01258000000QJVOAA4","2017-04-13T13:06:56.000Z","00558000001PGYZAA4","2017-04-13T13:06:56.000Z","00558000001PGYZAA4","2017-04-13T13:06:56.000Z","true","false","","","","a4b5E000000025TQAQ","","Pending_Approval_vod","","","","","EPL -00000009991","","","","Expense_Header_vod","BMS Simple Expense Header ReadOnly Layout",""
"a4d5E0000008dIUQAY","00558000001PGYZAA4","false","EPL -0000000739","012d0000000XPG9AAO","2017-04-13T13:06:34.000Z","00558000001PGYZAA4","2017-05-18T21:11:24.000Z","00558000001PGYZAA4","2017-05-18T21:11:24.000Z","true","false","2017-05-18T21:11:24.000Z","2017-05-18T21:11:24.000Z","","a4b5E000000025TQAQ","BMS_Simple_Read_Only","Canceled_vod","","","","","EPL -000000030922","","","","","",""
"a4d5E0000008dJXQAY","00558000001PGYZAA4","false","EPL -0000000752","01258000000QJVOAA4","2017-04-13T13:06:45.000Z","00558000001PGYZAA4","2017-04-13T13:06:45.000Z","00558000001PGYZAA4","2017-05-12T10:32:27.000Z","true","false","2017-05-11T22:15:20.000Z","2017-05-11T22:15:20.000Z","","a4b5E000000025TQAQ","","Post-Event","Read Only","","","","EPL -00000129993","","","","EM_Expense_Estimate_vod","BMS Expense Estimate Simple Read Only",""
"a4d5E0000008dJYQAY","00558000001PGYZAA4","false","EPL -0000000766","01258000000QJVOAA4","2017-04-13T13:06:59.000Z","00558000001PGYZAA4","2017-04-13T13:06:59.000Z","00558000001PGYZAA4","2017-04-13T13:06:59.000Z","true","false","","","","a4b5E000000025TQAQ","","Approved_vod","Read Only","","","","EPL -0000012362","","","","Expense_Header_vod","BMS Simple Expense Header ReadOnly Layout",""
"a4d5E0000008dHRQAY","00558000001PGYZAA4","false","EPL -0000000721","01258000000QJVOAA4","2017-04-13T13:06:15.000Z","00558000001PGYZAA4","2017-04-26T21:23:00.000Z","0055E000000ulR7QAI","2017-04-26T21:23:00.000Z","true","false","","","","a4b5E000000025TQAQ","","","","","","","EPL -00000007211","","","Delete;Edit","EM_Event_Material_vod","Simple Material","Simple_Material_HCPTS"
"a4d5E0000008dHCQAY","00558000001PGYZAA4","false","EPL -0000000718","01258000000QJVOAA4","2017-04-13T13:06:12.000Z","00558000001PGYZAA4","2017-04-13T13:06:12.000Z","00558000001PGYZAA4","2017-04-13T13:06:12.000Z","true","false","","","","a4b5E000000025TQAQ","","Post-Event","Read Only","","","","EPL -00000002779","","","","EM_Event_Team_Member_vod","Simple Activity Team Member Layout","Activity_Team_Member_Simple_HCPTS"
"a4d5E0000008dIjQAI","00558000001PGYZAA4","false","EPL -0000000742","012d0000000XPG9AAO","2017-04-13T13:06:36.000Z","00558000001PGYZAA4","2017-05-18T20:58:39.000Z","00558000001PGYZAA4","2017-05-18T20:58:39.000Z","true","false","2017-05-18T20:58:39.000Z","2017-05-18T20:58:39.000Z","","a4b5E000000025TQAQ","BMS_Simple_Read_Only","Pre-Event","Read Only","","","","EPL -0000000249","","","","","",""
"a4d5E0000008dLOQAY","00558000001PGYZAA4","false","EPL -0000000785","012d0000000XPG9AAO","2017-04-13T13:07:17.000Z","00558000001PGYZAA4","2017-05-18T21:11:22.000Z","00558000001PGYZAA4","2017-05-18T21:11:22.000Z","true","false","2017-05-18T21:11:21.000Z","2017-05-18T21:11:21.000Z","","a4b5E000000025TQAQ","BMS_Simple_Read_Only","Pending_Approval_vod","Service Coordinator","","","","EPL -0000000310","","",";Recall_Approval_Request_vod;","","",""
"a4d5E0000008dH2QAI","00558000001PGYZAA4","false","EPL -0000000716","01258000000QJVOAA4","2017-04-13T13:06:10.000Z","00558000001PGYZAA4","2017-04-13T13:06:10.000Z","00558000001PGYZAA4","2017-04-13T13:06:10.000Z","true","false","","","","a4b5E000000025TQAQ","","Post-Event","Read Only","","","","EPL -00000019992","","","","Expense_Line_vod","BMS Simple Expense Line Readonly Layout",""
"a4d5E0000008dHHQAY","00558000001PGYZAA4","false","EPL -0000000719","012d0000000XPG9AAO","2017-04-13T13:06:13.000Z","00558000001PGYZAA4","2017-04-13T13:06:13.000Z","00558000001PGYZAA4","2017-05-12T10:32:27.000Z","true","false","2017-05-11T22:49:40.000Z","2017-05-11T22:49:40.000Z","","a4b5E000000025TQAQ","BMS_Simple_Read_Only","Pre-Event","Approver_vod","","","","EPL -0000033249","","","","","",""
"a4d5E0000008dJrQAI","00558000001PGYZAA4","false","EPL -0000000756","01258000000QJVOAA4","2017-04-13T13:06:49.000Z","00558000001PGYZAA4","2017-04-13T13:06:49.000Z","00558000001PGYZAA4","2017-04-13T13:06:49.000Z","true","false","","","","a4b5E000000025TQAQ","","Post-Event-PostApproval","","","","","EPL -00013212362","","",";Edit;Delete;","Expense_Header_vod","BMS Event Speaker Expense Header Layout",""
"a4d5E0000008dKaQAI","00558000001PGYZAA4","false","EPL -0000000769","01258000000QJVOAA4","2017-04-13T13:07:02.000Z","00558000001PGYZAA4","2017-04-26T21:23:00.000Z","0055E000000ulR7QAI","2017-04-26T21:23:00.000Z","true","false","","","","a4b5E000000025TQAQ","","Approved_vod","","","","","EPL -00000007699","","",";Edit;Delete;","EM_Attendee_vod","BMS_HCPTS_Simple_Attendee_Layout","Simple_Attendee_HCPTS"
"a4d5E0000008dHMQAY","00558000001PGYZAA4","false","EPL -0000000720","01258000000QJVOAA4","2017-04-13T13:06:14.000Z","00558000001PGYZAA4","2017-04-13T13:06:14.000Z","00558000001PGYZAA4","2017-04-13T13:06:14.000Z","true","false","","","","a4b5E000000025TQAQ","","Post-Event-PostApproval","Read Only","","","","376","","","","EM_Attendee_vod","BMS_HCPTS_Simple_Attendee_Layout","Simple_Attendee_HCPTS"
"a4d5E0000008dK6QAI","00558000001PGYZAA4","false","EPL -0000000759","01258000000QJVOAA4","2017-04-13T13:06:52.000Z","00558000001PGYZAA4","2017-05-11T22:46:13.000Z","00558000001PGYZAA4","2017-05-12T10:32:27.000Z","true","false","2017-05-11T22:46:13.000Z","2017-05-11T22:46:13.000Z","","a4b5E000000025TQAQ","","","Read Only","","","","EPL -00000009993","","","","EM_Expense_Estimate_vod","BMS Expense Estimate Simple Read Only",""
"a4d5E0000008dJcQAI","00558000001PGYZAA4","false","EPL -0000000753","01258000000QJVOAA4","2017-04-13T13:06:46.000Z","00558000001PGYZAA4","2017-04-13T13:06:46.000Z","00558000001PGYZAA4","2017-04-13T13:06:46.000Z","true","false","","","","a4b5E000000025TQAQ","","Approved_vod","","","","","EPL -0000001362","","","","EM_Expense_Estimate_vod","BMS Expense Estimate Simple Read Only",""
"a4d5E0000008dJdQAI","00558000001PGYZAA4","false","EPL -0000000773","012d0000000XPG9AAO","2017-04-13T13:07:05.000Z","00558000001PGYZAA4","2017-05-18T21:11:23.000Z","00558000001PGYZAA4","2017-05-18T21:11:23.000Z","true","false","2017-05-18T21:11:23.000Z","2017-05-18T21:11:23.000Z","","a4b5E000000025TQAQ","BMS_Simple_Read_Only","Closed_vod","","","","","EPL -0000000264","","","","","",""
"a4d5E0000008dJeQAI","00558000001PGYZAA4","false","EPL -0000000775","01258000000QJVOAA4","2017-04-13T13:07:07.000Z","00558000001PGYZAA4","2017-04-13T13:07:07.000Z","00558000001PGYZAA4","2017-04-13T13:07:07.000Z","true","false","","","","a4b5E000000025TQAQ","","Closed_vod","","","","","EPL -0000000271","","","","EM_Event_Speaker_vod","BMS Services Simplified Event Speaker Layout",""
