ID,SOURCEPARENTID,PARENTID,SOBJECTTYPE,FIELD,PERMISSIONSEDIT,PERMISSIONSREAD
01k3E000008mmB6QAI,0PS3E0000000FeyWAE,0PS5E000000Cm8SWAS,Task,Task.Followup_Activity_Type_vod__c,TRUE,TRUE
01k3E000008mmB7QAI,0PS3E0000000FeyWAE,0PS5E000000Cm8SWAS,Task,Task.Override_Lock_vod__c,TRUE,TRUE
01k3E000008mmB8QAI,0PS3E0000000FeyWAE,0PS5E000000Cm8SWAS,Task,Task.Mobile_ID_vod__c,TRUE,TRUE
01k3E000008mmB9QAI,0PS3E0000000FeyWAE,0PS5E000000Cm8SWAS,Task,Task.Color_vod__c,TRUE,TRUE
01k3E000008mmB5QAI,0PS3E0000000FeyWAE,0PS5E000000Cm8SWAS,Task,Task.Event_Canceled_vod__c,TRUE,TRUE
01k3E000008mmAQQAY,0PS3E0000000FeyWAE,0PS5E000000Cm8SWAS,Task,Task.ActivityDate,TRUE,TRUE
01k3E000008mmBAQAY,0PS3E0000000FeyWAE,0PS5E000000Cm8SWAS,Task,Task.Description,TRUE,TRUE
01k3E000008mmBBQAY,0PS3E0000000FeyWAE,0PS5E000000Cm8SWAS,Task,Task.IsVisibleInSelfService,TRUE,TRUE
01k3E000008mmBCQAY,0PS3E0000000FeyWAE,0PS5E000000Cm8SWAS,Task,Task.Type,TRUE,TRUE
01k3E000008mmBDQAY,0PS3E0000000FeyWAE,0PS5E000000Cm8SWAS,Task,Task.What,TRUE,TRUE
01k3E000008mmB2QAI,0PS3E0000000FeyWAE,0PS5E000000Cm8SWAS,User,User.BMS_Employee_ID__c,FALSE,TRUE
01k3E000008mmB3QAI,0PS3E0000000FeyWAE,0PS5E000000Cm8SWAS,User,User.BMS_Code_ID_BMS_SHARED__c,FALSE,TRUE
01k3E000008mmB4QAI,0PS3E0000000FeyWAE,0PS5E000000Cm8SWAS,User,User.BMS_Territory_ID_BMS_SHARED__c,FALSE,TRUE
01k3E000008mmARQAY,0PS3E0000000FeyWAE,0PS5E000000Cm8SWAS,User,User.Profile_Name_vod__c,FALSE,TRUE
