"ID","OWNERID","ISDELETED","NAME","RECORDTYPEID","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","MAYEDIT","ISLOCKED","LASTVIEWEDDATE","LASTREFERENCEDDATE","COUNTRY_OVERRIDE_VOD__C","EVENT_CONFIGURATION_VOD__C","EVENT_LAYOUT_VOD__C","EVENT_STATUS_VOD__C","EVENT_TEAM_ROLE_VOD__C","EXPENSE_ESTIMATE_LAYOUT_VOD__C","EXPENSE_HEADER_LAYOUT_VOD__C","EXPENSE_LINE_LAYOUT_VOD__C","EXTERNAL_ID__C","USER_PROFILE_ID_VOD__C","USER_PROFILE_VOD__C","VISIBLE_BUTTONS_VOD__C","EVENT_OBJECT_NAME_VOD__C","PAGE_LAYOUT_VOD__C","RECORD_TYPE_VOD__C"
"a4d3E000000020xQAA","00558000001PGYZAA4","false","EPL -0000000287","012d0000000XPG9AAO","2017-02-14T22:01:31.000Z","00558000001PGYZAA4","2017-02-14T23:32:06.000Z","00558000001PGYZAA4","2017-02-23T11:56:06.000Z","true","false","2017-02-22T21:30:59.000Z","2017-02-22T21:30:59.000Z","","a4b3E00000001J3QAI","BMS_Simple_Read_Only","Pending_Approval_vod","","BMS Expense Estimate Read Only","BMS Simple Expense Header ReadOnly Layout","BMS Simple Expense Line Readonly Layout","EPL -0000000287","","","","","",""
"a4d3E000000022ZQAQ","00558000001PGYZAA4","false","EPL -0000000307","01258000000QJVOAA4","2017-02-14T23:06:20.000Z","00558000001PGYZAA4","2017-02-14T23:06:20.000Z","00558000001PGYZAA4","2017-02-15T11:38:08.000Z","true","false","2017-02-14T23:06:21.000Z","2017-02-14T23:06:21.000Z","","a4b3E00000001J3QAI","","Post-Event-PostApproval","","","","","","","","","EM_Attendee_vod","BMS_HCPTS_Simple_Attendee_Layout",""
"a4d3E000000029VQAQ","00558000001PGYZAA4","false","EPL -0000000363","01258000000QJVOAA4","2017-02-23T22:49:06.000Z","00558000001PGYZAA4","2017-02-23T22:57:34.000Z","00558000001PGYZAA4","2017-02-23T22:57:34.000Z","true","false","2017-02-24T02:03:51.000Z","2017-02-24T02:03:51.000Z","","a4b3E00000001J3QAI","","Approved_vod","","","","","EPL -0000001362","","","","EM_Expense_Estimate_vod","BMS Expense Estimate Read Only",""
"a4d3E00000002AiQAI","00558000001PGYZAA4","false","EPL -0000000378","01258000000QJVOAA4","2017-02-24T02:05:34.000Z","00558000001PGYZAA4","2017-02-24T02:05:34.000Z","00558000001PGYZAA4","2017-02-24T02:05:34.000Z","true","false","2017-02-24T02:05:34.000Z","2017-02-24T02:05:34.000Z","","a4b3E00000001J3QAI","","Post-Event-PostApproval","Read Only","","","","EPL -03322362","","","","Expense_Line_vod","BMS Simple Expense Line Readonly Layout",""
"a4d3E0000000288QAA","00558000001PGYZAA4","false","EPL -0000000348","01258000000QJVOAA4","2017-02-23T01:28:09.000Z","00558000001PGYZAA4","2017-02-23T01:28:36.000Z","00558000001PGYZAA4","2017-02-23T01:28:36.000Z","true","false","2017-02-23T01:28:37.000Z","2017-02-23T01:28:37.000Z","","a4b3E00000001J3QAI","","","","","","","8EPL -00000002779","","",";Delete;","EM_Event_Team_Member_vod","Simple Activity Team Member Layout","Activity_Team_Member_Simple_HCPTS"
"a4d3E00000002ATQAY","00558000001PGYZAA4","false","EPL -0000000375","01258000000QJVOAA4","2017-02-24T02:04:42.000Z","00558000001PGYZAA4","2017-02-24T02:04:42.000Z","00558000001PGYZAA4","2017-02-24T02:04:42.000Z","true","false","2017-02-24T02:04:42.000Z","2017-02-24T02:04:42.000Z","","a4b3E00000001J3QAI","","Post-Event-PostApproval","","","","","EPL -00013212362","","",";Edit;Delete;","Expense_Header_vod","BMS Event Speaker Expense Header Layout",""
"a4d3E00000002A9QAI","00558000001PGYZAA4","false","EPL -0000000371","012d0000000XPG9AAO","2017-02-24T02:01:40.000Z","00558000001PGYZAA4","2017-02-24T02:01:40.000Z","00558000001PGYZAA4","2017-02-24T02:01:40.000Z","true","false","2017-02-24T02:01:40.000Z","2017-02-24T02:01:40.000Z","","a4b3E00000001J3QAI","BMS_Simple_Read_Only","Post-Event-PostApproval","Read Only","","","","EPL -0000011304","","","","","",""
"a4d3E000000028hQAA","00558000001PGYZAA4","false","EPL -0000000353","01258000000QJVOAA4","2017-02-23T16:34:18.000Z","00558000001PGYZAA4","2017-02-23T16:34:18.000Z","00558000001PGYZAA4","2017-02-23T16:34:18.000Z","true","false","2017-02-23T20:13:15.000Z","2017-02-23T20:13:15.000Z","","a4b3E00000001J3QAI","","Pending_Approval_vod","","","","","EPL -000000099921","","","","Expense_Line_vod","BMS Simple Expense Line Readonly Layout",""
"a4d3E0000000262QAA","00558000001PGYZAA4","false","EPL -0000000324","01258000000QJVOAA4","2017-02-22T21:32:08.000Z","00558000001PGYZAA4","2017-02-22T21:32:08.000Z","00558000001PGYZAA4","2017-02-23T11:56:06.000Z","true","false","2017-02-23T01:44:27.000Z","2017-02-23T01:44:27.000Z","","a4b3E00000001J3QAI","","","Read Only","","","","EPL -00000009993","","","","EM_Expense_Estimate_vod","BMS Expense Estimate Read Only",""
"a4d3E0000000296QAA","00558000001PGYZAA4","false","EPL -0000000358","01258000000QJVOAA4","2017-02-23T20:13:50.000Z","00558000001PGYZAA4","2017-02-23T20:13:50.000Z","00558000001PGYZAA4","2017-02-23T20:13:50.000Z","true","false","2017-02-23T20:13:50.000Z","2017-02-23T20:13:50.000Z","","a4b3E00000001J3QAI","","Pre-Event","Read Only","","","","EPL -00009989883","","","","EM_Expense_Estimate_vod","BMS Expense Estimate Read Only",""
"a4d3E000000029QQAQ","00558000001PGYZAA4","false","EPL -0000000362","01258000000QJVOAA4","2017-02-23T22:46:03.000Z","00558000001PGYZAA4","2017-02-23T22:46:12.000Z","00558000001PGYZAA4","2017-02-23T22:46:12.000Z","true","false","2017-02-24T02:02:54.000Z","2017-02-24T02:02:54.000Z","","a4b3E00000001J3QAI","","Approved_vod","","","","","EPL -0000000362","","","","EM_Event_Budget_vod","Simple WBSCC Budget Layout","WBS_CC_Simple_HCPTS"
"a4d3E000000029zQAA","00558000001PGYZAA4","false","EPL -0000000369","01258000000QJVOAA4","2017-02-24T00:57:58.000Z","00558000001PGYZAA4","2017-02-24T00:57:58.000Z","00558000001PGYZAA4","2017-02-24T00:57:58.000Z","true","false","2017-02-24T02:05:22.000Z","2017-02-24T02:05:22.000Z","","a4b3E00000001J3QAI","","Approved_vod","Read Only","","","","EPL -0000022362","","","","Expense_Line_vod","BMS Simple Expense Line Readonly Layout",""
"a4d3E000000028XQAQ","00558000001PGYZAA4","false","EPL -0000000351","01258000000QJVOAA4","2017-02-23T16:33:28.000Z","00558000001PGYZAA4","2017-02-23T16:33:28.000Z","00558000001PGYZAA4","2017-02-23T16:33:28.000Z","true","false","2017-02-23T20:12:49.000Z","2017-02-23T20:12:49.000Z","","a4b3E00000001J3QAI","","Pending_Approval_vod","","","","","EPL -00000009991","","","","Expense_Header_vod","BMS Simple Expense Header ReadOnly Layout",""
"a4d3E000000028mQAA","00558000001PGYZAA4","false","EPL -0000000354","01258000000QJVOAA4","2017-02-23T16:34:34.000Z","00558000001PGYZAA4","2017-02-23T16:34:34.000Z","00558000001PGYZAA4","2017-02-23T16:34:34.000Z","true","false","2017-02-23T20:13:34.000Z","2017-02-23T20:13:34.000Z","","a4b3E00000001J3QAI","","Pending_Approval_vod","","","","","EPL -00009909883","","","","EM_Expense_Estimate_vod","BMS Expense Estimate Read Only",""
"a4d3E0000000291QAA","00558000001PGYZAA4","false","EPL -0000000357","01258000000QJVOAA4","2017-02-23T20:13:32.000Z","00558000001PGYZAA4","2017-02-23T20:13:32.000Z","00558000001PGYZAA4","2017-02-23T20:13:32.000Z","true","false","2017-02-23T20:13:32.000Z","2017-02-23T20:13:32.000Z","","a4b3E00000001J3QAI","","Pre-Event","Read Only","","","","EPL -000000889921","","","","Expense_Line_vod","BMS Simple Expense Line Readonly Layout",""
"a4d3E000000029uQAA","00558000001PGYZAA4","false","EPL -0000000368","01258000000QJVOAA4","2017-02-24T00:56:58.000Z","00558000001PGYZAA4","2017-02-24T00:56:58.000Z","00558000001PGYZAA4","2017-02-24T00:56:58.000Z","true","false","2017-02-24T02:05:07.000Z","2017-02-24T02:05:07.000Z","","a4b3E00000001J3QAI","","Approved_vod","Read Only","","","","EPL -0000012362","","","","Expense_Header_vod","BMS Simple Expense Header ReadOnly Layout",""
"a4d3E000000021lQAA","00558000001PGYZAA4","false","EPL -0000000297","01258000000QJVOAA4","2017-02-14T22:13:41.000Z","00558000001PGYZAA4","2017-02-14T22:13:49.000Z","00558000001PGYZAA4","2017-02-15T11:38:08.000Z","true","false","2017-02-14T23:05:48.000Z","2017-02-14T23:05:48.000Z","","a4b3E00000001J3QAI","","Pending_Approval_vod","","","","","EPL -0000000297","","","","EM_Event_Speaker_vod","BMS Services Simplified Event Speaker Layout",""
"a4d3E00000001yXQAQ","00558000001PGYZAA4","false","EPL -0000000266","012d0000000XPG9AAO","2017-02-12T13:19:45.000Z","00558000001PGYZAA4","2017-02-14T23:31:33.000Z","00558000001PGYZAA4","2017-02-16T11:37:23.000Z","true","false","2017-02-15T11:56:58.000Z","2017-02-15T11:56:58.000Z","","a4b3E00000001J3QAI","BMS_Simple_Read_Only","Closed_vod","Service Coordinator","BMS Expense Estimate Read Only","BMS Simple Expense Header ReadOnly Layout","BMS Simple Expense Line Readonly Layout","EPL -0000000265","","",";Unlock_vod;","","",""
"a4d3E000000022UQAQ","00558000001PGYZAA4","false","EPL -0000000306","01258000000QJVOAA4","2017-02-14T23:06:09.000Z","00558000001PGYZAA4","2017-02-23T22:41:12.000Z","00558000001PGYZAA4","2017-02-23T22:41:12.000Z","true","false","2017-02-24T02:01:58.000Z","2017-02-24T02:01:58.000Z","","a4b3E00000001J3QAI","","Approved_vod","","","","","","","",";Edit;Delete;","EM_Attendee_vod","BMS_HCPTS_Simple_Attendee_Layout","Simple_Attendee_HCPTS"
"a4d3E00000001zVQAQ","00558000001PGYZAA4","false","EPL -0000000273","01258000000QJVOAA4","2017-02-13T19:43:33.000Z","00558000001PGYZAA4","2017-02-13T19:43:33.000Z","00558000001PGYZAA4","2017-02-15T11:38:08.000Z","true","false","2017-02-14T22:15:34.000Z","2017-02-14T22:15:34.000Z","","a4b3E00000001J3QAI","","Closed_vod","","","","","EPL -0000000273","","","","EM_Event_Material_vod","Simple Material",""
