"ID","OWNERID","ISDELETED","NAME","RECORDTYPEID","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","MAYEDIT","ISLOCKED","LASTVIEWEDDATE","LASTREFERENCEDDATE","END_DATE_VOD__C","EVENT_TYPE_VOD__C","EXTERNAL_ID_VOD__C","START_DATE_VOD__C"
"a4b3E00000001J3QAI","00558000001PGYZAA4","false","EC -0000000011","012d0000000XPG7AAO","2017-02-11T20:33:25.000Z","00558000001PGYZAA4","2017-02-11T20:33:25.000Z","00558000001PGYZAA4","2017-02-23T11:56:06.000Z","true","false","2017-02-24T02:46:18.000Z","2017-02-24T02:46:18.000Z","2022-02-28","Simple_Activity_HCPTS","Simple_Activity_HCPTS01.01.201628.02.2022","2016-01-01"
