"ID","OWNERID","ISDELETED","NAME","RECORDTYPEID","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","MAYEDIT","ISLOCKED","LASTVIEWEDDATE","LASTREFERENCEDDATE","ADDRESS_LINE_2_VOD__C","ADDRESS_VOD__C","CITY_VOD__C","EXTERNAL_ID_VOD__C","POSTAL_CODE_VOD__C","STATE_PROVINCE_VOD__C","STATUS_VOD__C","FORMATTED_ADDRESS_VOD__C","PHONE_HCPTS__C","COUNTRY_HCPTS__C","LAST_MODIFIED_BY_HCPTS__C","CREATED_BY_HCTPS__C","ERROR"
"a4mZ00000004hR1IAI","005d0000003NOVlAAO","false","BOARDROOM - BMS","012Z00000000oMLIAY","2016-06-08T18:13:26.000Z","005d0000003NOVlAAO","2016-06-08T18:13:26.000Z","005d0000003NOVlAAO","2016-07-17T02:25:57.000Z","true","false","","","","RUA VERBO DIVINO, 1711","SÃO PAULO","","04792-002","SÃO PAULO","Eligible_vod","RUA VERBO DIVINO, 1711, SÃO PAULO, SÃO PAULO, 04792-002","","BR","<a href=""/005d0000003NOVl"" target=""_blank"">Simple Service Coordinator</a>, 6/8/2016","<a href=""/005d0000003NOVl"" target=""_blank"">Simple Service Coordinator</a>, 6/8/2016","Record Type ID: this ID value isn't valid for the user: 012Z00000000oMLIAY"
