"ID","FIELD","PARENTID","PERMISSIONSEDIT","PERMISSIONSREAD","SOBJECTTYPE","STATUS"
"01k3E000008mm33QAA","EM_Event_Rule_vod__c.External_ID_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Event_Rule_vod__c","Item Created"
"01k3E000008mm34QAA","EM_Event_Rule_vod__c.Filter_Type_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Event_Rule_vod__c","Item Created"
"01k3E000008mm35QAA","EM_Event_Rule_vod__c.Qualification_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Event_Rule_vod__c","Item Created"
"01k3E000008mm36QAA","EM_Event_Rule_vod__c.Speaker_Fields_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Event_Rule_vod__c","Item Created"
"01k3E000008mm37QAA","EM_Event_Rule_vod__c.Activity_Type_HCPTS__c","0PS3E0000000FeyWAE","FALSE","TRUE","EM_Event_Rule_vod__c","Item Created"
"01k3E000008mm38QAA","EM_Event_Rule_vod__c.Country_HCPTS__c","0PS3E0000000FeyWAE","FALSE","TRUE","EM_Event_Rule_vod__c","Item Created"
"01k3E000008mm39QAA","EM_Event_Rule_vod__c.Account_Attendee_Fields_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Event_Rule_vod__c","Item Created"
"01k3E000008mm3AQAQ","EM_Event_Rule_vod__c.Email_Template_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Event_Rule_vod__c","Item Created"
"01k3E000008mm3BQAQ","EM_Event_Rule_vod__c.Online_Registration_Fields_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Event_Rule_vod__c","Item Created"
"01k3E000008mm3CQAQ","EM_Speaker_Qualification_vod__c.Contract_Line_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Speaker_Qualification_vod__c","Item Created"
"01k3E000008mm3DQAQ","EM_Speaker_Qualification_vod__c.Contract_Partner_Status_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Speaker_Qualification_vod__c","Item Created"
"01k3E000008mm3EQAQ","EM_Speaker_Qualification_vod__c.Contract_Status_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Speaker_Qualification_vod__c","Item Created"
"01k3E000008mm3FQAQ","EM_Speaker_Qualification_vod__c.End_Date_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Speaker_Qualification_vod__c","Item Created"
"01k3E000008mm3GQAQ","EM_Speaker_Qualification_vod__c.External_ID_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Speaker_Qualification_vod__c","Item Created"
"01k3E000008mm3HQAQ","EM_Speaker_Qualification_vod__c.Qualification_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Speaker_Qualification_vod__c","Item Created"
"01k3E000008mm3IQAQ","EM_Speaker_Qualification_vod__c.Speaker_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Speaker_Qualification_vod__c","Item Created"
"01k3E000008mm3JQAQ","EM_Speaker_Qualification_vod__c.Start_Date_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Speaker_Qualification_vod__c","Item Created"
"01k3E000008mm3KQAQ","EM_Speaker_Qualification_vod__c.Vendor_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Speaker_Qualification_vod__c","Item Created"
"01k3E000008mm3LQAQ","EM_Speaker_Qualification_vod__c.Qualification_Name_vod__c","0PS3E0000000FeyWAE","FALSE","TRUE","EM_Speaker_Qualification_vod__c","Item Created"
"01k3E000008mm3MQAQ","SAP_Expense_Line_HCPTS__c.Actual_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","SAP_Expense_Line_HCPTS__c","Item Created"
"01k3E000008mm3NQAQ","SAP_Expense_Line_HCPTS__c.Check_Number_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","SAP_Expense_Line_HCPTS__c","Item Created"
"01k3E000008mm3OQAQ","SAP_Expense_Line_HCPTS__c.Currency_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","SAP_Expense_Line_HCPTS__c","Item Created"
"01k3E000008mm3PQAQ","SAP_Expense_Line_HCPTS__c.Description_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","SAP_Expense_Line_HCPTS__c","Item Created"
"01k3E000008mm3QQAQ","SAP_Expense_Line_HCPTS__c.Expense_Type_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","SAP_Expense_Line_HCPTS__c","Item Created"
"01k3E000008mm3RQAQ","SAP_Expense_Line_HCPTS__c.Payment_Date_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","SAP_Expense_Line_HCPTS__c","Item Created"
"01k3E000008mm3SQAQ","SAP_Expense_Line_HCPTS__c.Payment_Document_Number_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","SAP_Expense_Line_HCPTS__c","Item Created"
"01k3E000008mm3TQAQ","SAP_Expense_Line_HCPTS__c.Payment_Type_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","SAP_Expense_Line_HCPTS__c","Item Created"
"01k3E000008mm3UQAQ","SAP_Expense_Line_HCPTS__c.SAP_Document_Number_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","SAP_Expense_Line_HCPTS__c","Item Created"
"01k3E000008mm3VQAQ","SAP_Expense_Line_HCPTS__c.SAP_Reference_Number_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","SAP_Expense_Line_HCPTS__c","Item Created"
"01k3E000008mm3WQAQ","SAP_Expense_Line_HCPTS__c.Sign_Indicator_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","SAP_Expense_Line_HCPTS__c","Item Created"
"01k3E000008mm3XQAQ","SAP_Expense_Line_HCPTS__c.Text_Line_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","SAP_Expense_Line_HCPTS__c","Item Created"
"01k3E000008mm3YQAQ","SAP_Expense_Line_HCPTS__c.Status__c","0PS3E0000000FeyWAE","TRUE","TRUE","SAP_Expense_Line_HCPTS__c","Item Created"
"01k3E000008mm3ZQAQ","SAP_Expense_Line_HCPTS__c.Payment_Currency_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","SAP_Expense_Line_HCPTS__c","Item Created"
"01k3E000008mm3aQAA","SAP_Expense_Line_HCPTS__c.Payment_Amount_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","SAP_Expense_Line_HCPTS__c","Item Created"
"01k3E000008mm3bQAA","SAP_Expense_Line_HCPTS__c.Actual_in_Requested_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","SAP_Expense_Line_HCPTS__c","Item Created"
"01k3E000008mm3cQAA","SAP_Expense_Line_HCPTS__c.Currency_Requested_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","SAP_Expense_Line_HCPTS__c","Item Created"
"01k3E000008mm3dQAA","SAP_Expense_Line_HCPTS__c.Check_Total_Amount_Requested_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","SAP_Expense_Line_HCPTS__c","Item Created"
"01k3E000008mm3eQAA","SAP_Expense_Line_HCPTS__c.Check_Currency_Requested_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","SAP_Expense_Line_HCPTS__c","Item Created"
"01k3E000008mm3fQAA","SAP_Expense_Line_HCPTS__c.Check_Total_Amount_Funding_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","SAP_Expense_Line_HCPTS__c","Item Created"
"01k3E000008mm3gQAA","SAP_Expense_Line_HCPTS__c.Check_Currency_Funding_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","SAP_Expense_Line_HCPTS__c","Item Created"
"01k3E000008mm3hQAA","Contract_Party_Company_Code__c.SAP_Vendor_ID_HCPTS__c","0PS3E0000000FeyWAE","FALSE","TRUE","Contract_Party_Company_Code__c","Item Created"
"01k3E000008mm3iQAA","Contract_Party_Company_Code__c.Posting_Block_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","Contract_Party_Company_Code__c","Item Created"
"01k3E000008mm3jQAA","Contract_Party_Company_Code__c.Deletion_Flag_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","Contract_Party_Company_Code__c","Item Created"
"01k3E000008mm3kQAA","Contract_Party_Purchase_Org_HCPTS__c.Purchase_Org_Details1_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","Contract_Party_Purchase_Org_HCPTS__c","Item Created"
"01k3E000008mm3lQAA","Contract_Party_Purchase_Org_HCPTS__c.Purchase_Org_Details_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","Contract_Party_Purchase_Org_HCPTS__c","Item Created"
"01k3E000008mm3mQAA","Contract_Party_Purchase_Org_HCPTS__c.SAP_Vendor_ID_HCPTS__c","0PS3E0000000FeyWAE","FALSE","TRUE","Contract_Party_Purchase_Org_HCPTS__c","Item Created"
"01k3E000008mm3nQAA","Contract_Party_Purchase_Org_HCPTS__c.Purchasing_Block_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","Contract_Party_Purchase_Org_HCPTS__c","Item Created"
"01k3E000008mm3oQAA","Contract_Party_Purchase_Org_HCPTS__c.Deletion_Flag_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","Contract_Party_Purchase_Org_HCPTS__c","Item Created"
"01k3E000008mm3pQAA","PII_Data_HCPTS__c.Bank_City_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","PII_Data_HCPTS__c","Item Created"
"01k3E000008mm3qQAA","PII_Data_HCPTS__c.Bank_Postal_Code_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","PII_Data_HCPTS__c","Item Created"
"01k3E000008mm3rQAA","PII_Data_HCPTS__c.Bank_State_Province_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","PII_Data_HCPTS__c","Item Created"
"01k3E000008mm3sQAA","PII_Data_HCPTS__c.Contract_Party_Tax_ID_2_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","PII_Data_HCPTS__c","Item Created"
"01k3E000008mm3tQAA","PII_Data_HCPTS__c.Contract_Party_Tax_ID_3_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","PII_Data_HCPTS__c","Item Created"
"01k3E000008mm3uQAA","PII_Data_HCPTS__c.Bank_Branch_Number_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","PII_Data_HCPTS__c","Item Created"
"01k3E000008mm3vQAA","PII_Data_HCPTS__c.Bank_Number_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","PII_Data_HCPTS__c","Item Created"
"01k3E000008mm3wQAA","PII_Data_HCPTS__c.Account_Number_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","PII_Data_HCPTS__c","Item Created"
"01k3E000008mm3xQAA","PII_Data_HCPTS__c.Bank_Address_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","PII_Data_HCPTS__c","Item Created"
"01k3E000008mm3yQAA","PII_Data_HCPTS__c.Bank_Country_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","PII_Data_HCPTS__c","Item Created"
"01k3E000008mm3zQAA","PII_Data_HCPTS__c.Bank_Name_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","PII_Data_HCPTS__c","Item Created"
"01k3E000008mm40QAA","PII_Data_HCPTS__c.Contract_Tax_ID_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","PII_Data_HCPTS__c","Item Created"
"01k3E000008mm41QAA","PII_Data_HCPTS__c.IBAN_Number_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","PII_Data_HCPTS__c","Item Created"
"01k3E000008mm42QAA","PII_Data_HCPTS__c.Swift_Code_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","PII_Data_HCPTS__c","Item Created"
"01k3E000008mm43QAA","PII_Data_HCPTS__c.VAT_Registration_Number_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","PII_Data_HCPTS__c","Item Created"
"01k3E000008mm44QAA","PII_Data_HCPTS__c.Last_Modified_By_HCPTS__c","0PS3E0000000FeyWAE","FALSE","TRUE","PII_Data_HCPTS__c","Item Created"
"01k3E000008mm45QAA","PII_Data_HCPTS__c.Created_By_HCTPS__c","0PS3E0000000FeyWAE","FALSE","TRUE","PII_Data_HCPTS__c","Item Created"
"01k3E000008mm46QAA","PII_Data_HCPTS__c.Contract_Party_VAT_ID_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","PII_Data_HCPTS__c","Item Created"
"01k3E000008mm47QAA","EM_Event_Material_vod__c.Event_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Event_Material_vod__c","Item Created"
"01k3E000008mm48QAA","EM_Event_Material_vod__c.Material_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Event_Material_vod__c","Item Created"
"01k3E000008mm49QAA","EM_Event_Material_vod__c.Name_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Event_Material_vod__c","Item Created"
"01k3E000008mm4AQAQ","EM_Event_Material_vod__c.Item_Type__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Event_Material_vod__c","Item Created"
"01k3E000008mm4BQAQ","EM_Event_Material_vod__c.Notes_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Event_Material_vod__c","Item Created"
"01k3E000008mm4CQAQ","EM_Event_Material_vod__c.Item_Id_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Event_Material_vod__c","Item Created"
"01k3E000008mm4DQAQ","EM_Event_Material_vod__c.Speaker_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Event_Material_vod__c","Item Created"
"01k3E000008mm4EQAQ","EM_Event_Material_vod__c.Item_Location_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Event_Material_vod__c","Item Created"
"01k3E000008mm4FQAQ","EM_Topic_Material_vod__c.External_ID_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Topic_Material_vod__c","Item Created"
"01k3E000008mm4GQAQ","EM_Topic_Material_vod__c.Material_Type_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Topic_Material_vod__c","Item Created"
"01k3E000008mm4HQAQ","EM_Topic_Material_vod__c.Material_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Topic_Material_vod__c","Item Created"
"01k3E000008mm4IQAQ","EM_Topic_Material_vod__c.Topic_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Topic_Material_vod__c","Item Created"
"01k3E000008mm4JQAQ","EM_Topic_Material_vod__c.Material_Name_HCPTS__c","0PS3E0000000FeyWAE","FALSE","TRUE","EM_Topic_Material_vod__c","Item Created"
"01k3E000008mm4KQAQ","EM_Topic_Material_vod__c.Topic_Name_HCPTS__c","0PS3E0000000FeyWAE","FALSE","TRUE","EM_Topic_Material_vod__c","Item Created"
"01k3E000008mm4LQAQ","EM_Topic_Material_vod__c.Last_Modified_By_HCPTS__c","0PS3E0000000FeyWAE","FALSE","TRUE","EM_Topic_Material_vod__c","Item Created"
"01k3E000008mm4MQAQ","EM_Topic_Material_vod__c.Created_By_HCTPS__c","0PS3E0000000FeyWAE","FALSE","TRUE","EM_Topic_Material_vod__c","Item Created"
"01k3E000008mm4NQAQ","EM_Topic_Material_vod__c.Email_Template_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Topic_Material_vod__c","Item Created"
"01k3E000008mm4OQAQ","Call2_vod__c.EM_Event_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Call2_vod__c","Item Created"
"01k3E000008mm4PQAQ","Preferences_vod__c.Event_Country_Config_vod__c","0PS3E0000000FeyWAE","FALSE","TRUE","Preferences_vod__c","Item Created"
"01k3E000008mm4QQAQ","Preferences_vod__c.Event_Management_User_vod__c","0PS3E0000000FeyWAE","FALSE","TRUE","Preferences_vod__c","Item Created"
"01k3E000008mm4RQAQ","Event_Attendee_vod__c.Address_Line_1_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm4SQAQ","Event_Attendee_vod__c.Address_Line_2_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm4TQAQ","Event_Attendee_vod__c.City_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm4UQAQ","Event_Attendee_vod__c.Cobrowse_MC_Activity_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm4VQAQ","Event_Attendee_vod__c.Cobrowse_URL_Participant_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm4WQAQ","Event_Attendee_vod__c.Email_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm4XQAQ","Event_Attendee_vod__c.First_Name_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm4YQAQ","Event_Attendee_vod__c.Last_Name_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm4ZQAQ","Event_Attendee_vod__c.Organization_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm4aQAA","Event_Attendee_vod__c.Phone_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm4bQAA","Event_Attendee_vod__c.Position_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm4cQAA","Event_Attendee_vod__c.Prescriber_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm4dQAA","Event_Attendee_vod__c.Talk_Title_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm4eQAA","Event_Attendee_vod__c.Walk_In_Status_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm4fQAA","Event_Attendee_vod__c.Zip_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm4gQAA","Event_Attendee_vod__c.Audience_Type_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm4hQAA","Event_Attendee_vod__c.Professional_ID_HCPTS__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm4iQAA","Event_Attendee_vod__c.EM_Attendee_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm4jQAA","Event_Attendee_vod__c.EM_Event_Speaker_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm4kQAA","Event_Attendee_vod__c.Meal_Opt_In_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm4lQAA","Event_Attendee_vod__c.H2O_Email_BMS_EMEA__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm4mQAA","Event_Attendee_vod__c.Entity_Reference_Id_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm4nQAA","Event_Attendee_vod__c.Override_Lock_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm4oQAA","Event_Attendee_vod__c.Attendee_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm4pQAA","Event_Attendee_vod__c.User_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm4qQAA","Event_Attendee_vod__c.Attendee_Type_vod__c","0PS3E0000000FeyWAE","FALSE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm4rQAA","Event_Attendee_vod__c.Status_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm4sQAA","Event_Attendee_vod__c.Contact_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm4tQAA","Event_Attendee_vod__c.Attendee_Name_vod__c","0PS3E0000000FeyWAE","FALSE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm4uQAA","Event_Attendee_vod__c.Account_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm4vQAA","Event_Attendee_vod__c.Start_Date_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm4wQAA","Event_Attendee_vod__c.Signature_Datetime_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm4xQAA","Event_Attendee_vod__c.Signature_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm4yQAA","Event_Attendee_vod__c.Expense_Attendee_Type_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm4zQAA","Event_Attendee_vod__c.Expense_Post_Status_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm50QAA","Event_Attendee_vod__c.Incurred_Expense_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm51QAA","Event_Attendee_vod__c.Mobile_ID_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm52QAA","Event_Attendee_vod__c.User_Source_Country_BMS_CORE__c","0PS3E0000000FeyWAE","FALSE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm53QAA","Event_Attendee_vod__c.Other_Attendee_BMS_IC__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm54QAA","Event_Attendee_vod__c.Primary_Parent_BMS_EMEA__c","0PS3E0000000FeyWAE","FALSE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm55QAA","Event_Attendee_vod__c.Specialty_BMS_EMEA__c","0PS3E0000000FeyWAE","FALSE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm56QAA","Event_Attendee_vod__c.External_ID_BMS_SHARED__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm57QAA","Event_Attendee_vod__c.H2O_Approved_BMS_EMEA__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm58QAA","Event_Attendee_vod__c.Signee_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm59QAA","Event_Attendee_vod__c.Stamp_ID_BMS_EMEA__c","0PS3E0000000FeyWAE","TRUE","TRUE","Event_Attendee_vod__c","Item Created"
"01k3E000008mm5AQAQ","Medical_Event_vod__c.Cobrowse_MC_Activity_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Medical_Event_vod__c","Item Created"
"01k3E000008mm5BQAQ","Medical_Event_vod__c.Cobrowse_MC_Session_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Medical_Event_vod__c","Item Created"
"01k3E000008mm5CQAQ","Medical_Event_vod__c.Cobrowse_Presentation_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Medical_Event_vod__c","Item Created"
"01k3E000008mm5DQAQ","Medical_Event_vod__c.Cobrowse_Session_Status_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Medical_Event_vod__c","Item Created"
"01k3E000008mm5EQAQ","Medical_Event_vod__c.Cobrowse_URL_Presenter_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Medical_Event_vod__c","Item Created"
"01k3E000008mm5FQAQ","Medical_Event_vod__c.Country_Name_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Medical_Event_vod__c","Item Created"
"01k3E000008mm5GQAQ","Medical_Event_vod__c.Event_Display_Name_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Medical_Event_vod__c","Item Created"
"01k3E000008mm5HQAQ","Medical_Event_vod__c.Walk_In_Fields_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Medical_Event_vod__c","Item Created"
"01k3E000008mm5IQAQ","Medical_Event_vod__c.zvod_Cobrowse_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Medical_Event_vod__c","Item Created"
"01k3E000008mm5JQAQ","Medical_Event_vod__c.Alternate_Name_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Medical_Event_vod__c","Item Created"
"01k3E000008mm5KQAQ","Medical_Event_vod__c.EM_Event_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Medical_Event_vod__c","Item Created"
"01k3E000008mm5LQAQ","Medical_Event_vod__c.End_Time_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Medical_Event_vod__c","Item Created"
"01k3E000008mm5MQAQ","Medical_Event_vod__c.Start_Time_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Medical_Event_vod__c","Item Created"
"01k3E000008mm5NQAQ","Medical_Event_vod__c.Account_Attendee_Fields_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Medical_Event_vod__c","Item Created"
"01k3E000008mm5OQAQ","Medical_Event_vod__c.Override_Lock_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Medical_Event_vod__c","Item Created"
"01k3E000008mm5PQAQ","Medical_Event_vod__c.Primary_Product__c","0PS3E0000000FeyWAE","TRUE","TRUE","Medical_Event_vod__c","Item Created"
"01k3E000008mm5QQAQ","Medical_Event_vod__c.Description_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Medical_Event_vod__c","Item Created"
"01k3E000008mm5RQAQ","Medical_Event_vod__c.Start_Date_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Medical_Event_vod__c","Item Created"
"01k3E000008mm5SQAQ","Medical_Event_vod__c.Location__c","0PS3E0000000FeyWAE","TRUE","TRUE","Medical_Event_vod__c","Item Created"
"01k3E000008mm5TQAQ","Medical_Event_vod__c.End_Date_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Medical_Event_vod__c","Item Created"
"01k3E000008mm5UQAQ","Medical_Event_vod__c.Secondary_Product__c","0PS3E0000000FeyWAE","TRUE","TRUE","Medical_Event_vod__c","Item Created"
"01k3E000008mm5VQAQ","Medical_Event_vod__c.Website__c","0PS3E0000000FeyWAE","TRUE","TRUE","Medical_Event_vod__c","Item Created"
"01k3E000008mm5WQAQ","Medical_Event_vod__c.Active_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","Medical_Event_vod__c","Item Created"
"01k3E000008mm5XQAQ","Medical_Event_vod__c.Event_Type__c","0PS3E0000000FeyWAE","TRUE","TRUE","Medical_Event_vod__c","Item Created"
