"FIELD","PARENTID","PERMISSIONSEDIT","PERMISSIONSREAD","SOBJECTTYPE","ERROR"
"EM_Expense_Estimate_vod__c.Event_Canceled_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Expense_Estimate_vod__c","invalid cross reference id"
"EM_Expense_Estimate_vod__c.Expense_Type_Code_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Expense_Estimate_vod__c","invalid cross reference id"
"EM_Expense_Estimate_vod__c.Expense_Type_Name_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Expense_Estimate_vod__c","invalid cross reference id"
"EM_Expense_Estimate_vod__c.Expense_Type_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Expense_Estimate_vod__c","invalid cross reference id"
"EM_Expense_Estimate_vod__c.External_ID_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Expense_Estimate_vod__c","invalid cross reference id"
"EM_Expense_Estimate_vod__c.Parent_Expense_Type_Code_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Expense_Estimate_vod__c","invalid cross reference id"
"EM_Expense_Estimate_vod__c.Parent_Expense_Type_Name_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Expense_Estimate_vod__c","invalid cross reference id"
"EM_Expense_Estimate_vod__c.zvod_Expense_Type_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Expense_Estimate_vod__c","invalid cross reference id"
"EM_Expense_Estimate_vod__c.Mobile_ID_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Expense_Estimate_vod__c","invalid cross reference id"
"EM_Expense_Estimate_vod__c.Last_Modified_By_HCPTS__c","0PS3E0000000FeyWAE","FALSE","TRUE","EM_Expense_Estimate_vod__c","invalid cross reference id"
"EM_Expense_Estimate_vod__c.Created_By_HCTPS__c","0PS3E0000000FeyWAE","FALSE","TRUE","EM_Expense_Estimate_vod__c","invalid cross reference id"
"EM_Expense_Estimate_vod__c.Override_Lock_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Expense_Estimate_vod__c","invalid cross reference id"
"EM_Speaker_vod__c.Credentials_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Speaker_vod__c","invalid cross reference id"
"EM_Speaker_vod__c.First_Name_vod__c","0PS3E0000000FeyWAE","TRUE","TRUE","EM_Speaker_vod__c","invalid cross reference id"
