"ID","NAME","DEVELOPERNAME","DESCRIPTION","SOBJECTTYPE","ISACTIVE","STATUS"
"0123E0000004cGwQAI","Ztest_rec1","Ztest_rec1","Test Rectype Creation","EM_Event_vod__c","TRUE","Item Created"
